中类编码,销售日期,销量
2011,20150426,11
2011,20150427,5
2011,20150428,9
2011,20150429,34
2011,20150430,9
2012,20150105,1
2012,20150106,1
2012,20150107,2
2012,20150108,1
2012,20150112,1
2012,20150116,1
2012,20150117,3
2012,20150118,1
2012,20150119,4
2012,20150121,1
2012,20150122,1
2012,20150129,1
2012,20150130,2
2012,20150131,2
2012,20150202,1
2012,20150205,2
2012,20150210,2
2012,20150211,2
2012,20150212,2
2012,20150213,2
2012,20150215,3
2012,20150216,2
2012,20150218,1
2012,20150221,1
2012,20150223,1
2012,20150225,1
2012,20150228,1
2012,20150301,2
2012,20150302,1
2012,20150303,1
2012,20150305,1
2012,20150306,1
2012,20150308,2
2012,20150309,1
2012,20150310,1
2012,20150312,3
2012,20150316,1
2012,20150317,1
2012,20150319,1
2012,20150320,1
2012,20150321,1
2012,20150322,1
2012,20150323,1
2012,20150325,2
2012,20150330,2
2012,20150401,2
2012,20150404,2
2012,20150405,1
2012,20150406,1
2012,20150407,1
2012,20150408,1
2012,20150411,1
2012,20150412,2
2012,20150415,2
2012,20150417,1
2012,20150418,2
2012,20150420,1
2012,20150423,1
2012,20150429,1
2013,20150101,5
2013,20150102,2
2013,20150103,4
2013,20150104,4
2013,20150105,7
2013,20150106,8
2013,20150107,3
2013,20150108,3
2013,20150109,4
2013,20150110,3
2013,20150111,4
2013,20150112,4
2013,20150113,2
2013,20150114,3
2013,20150115,6
2013,20150116,5
2013,20150117,5
2013,20150118,7
2013,20150119,6
2013,20150120,4
2013,20150121,5
2013,20150122,5
2013,20150123,4
2013,20150124,5
2013,20150125,3
2013,20150126,4
2013,20150127,7
2013,20150128,2
2013,20150129,6
2013,20150130,4
2013,20150131,6
2013,20150201,5
2013,20150202,4
2013,20150203,4
2013,20150205,2
2013,20150206,2
2013,20150207,6
2013,20150208,6
2013,20150209,3
2013,20150210,7
2013,20150211,4
2013,20150212,3
2013,20150213,6
2013,20150215,6
2013,20150216,8
2013,20150217,11
2013,20150218,13
2013,20150220,2
2013,20150221,3
2013,20150223,5
2013,20150226,3
2013,20150227,3
2013,20150228,5
2013,20150301,5
2013,20150302,2
2013,20150303,5
2013,20150304,5
2013,20150305,2
2013,20150306,4
2013,20150307,4
2013,20150308,5
2013,20150309,1
2013,20150310,5
2013,20150311,8
2013,20150312,4
2013,20150313,5
2013,20150314,5
2013,20150315,2
2013,20150316,3
2013,20150317,2
2013,20150318,3
2013,20150319,5
2013,20150320,1
2013,20150321,3
2013,20150322,2
2013,20150323,2
2013,20150324,6
2013,20150325,3
2013,20150326,7
2013,20150327,3
2013,20150329,2
2013,20150330,3
2013,20150401,5
2013,20150403,3
2013,20150404,4
2013,20150405,2
2013,20150406,3
2013,20150407,10
2013,20150408,6
2013,20150410,2
2013,20150411,1
2013,20150412,2
2013,20150413,3
2013,20150414,3
2013,20150415,5
2013,20150417,5
2013,20150418,6
2013,20150419,5
2013,20150420,6
2013,20150421,1
2013,20150422,12
2013,20150423,2
2013,20150424,5
2013,20150425,3
2013,20150426,9
2013,20150428,3
2013,20150429,8
2013,20150430,2
2014,20150101,4
2014,20150102,3
2014,20150103,5
2014,20150104,11
2014,20150105,7
2014,20150106,6
2014,20150107,12
2014,20150108,5
2014,20150109,6
2014,20150110,6
2014,20150111,6
2014,20150112,7
2014,20150113,13
2014,20150114,7
2014,20150115,9
2014,20150116,4
2014,20150117,4
2014,20150118,7
2014,20150119,7
2014,20150120,10
2014,20150121,8
2014,20150122,7
2014,20150123,12
2014,20150124,5
2014,20150125,3
2014,20150126,5
2014,20150127,4
2014,20150128,15
2014,20150129,11
2014,20150130,3
2014,20150131,7
2014,20150201,6
2014,20150202,1
2014,20150203,7
2014,20150205,8
2014,20150206,13
2014,20150207,5
2014,20150208,8
2014,20150209,9
2014,20150210,7
2014,20150211,7
2014,20150213,13
2014,20150215,8
2014,20150216,14
2014,20150217,16
2014,20150218,9
2014,20150220,2
2014,20150221,12
2014,20150222,5
2014,20150223,5
2014,20150224,3
2014,20150225,4
2014,20150226,5
2014,20150227,4
2014,20150228,7
2014,20150301,6
2014,20150302,6
2014,20150303,5
2014,20150304,10
2014,20150305,14
2014,20150306,4
2014,20150307,2
2014,20150308,2
2014,20150309,11
2014,20150310,2
2014,20150311,9
2014,20150312,5
2014,20150313,1
2014,20150314,2
2014,20150315,4
2014,20150316,3
2014,20150317,5
2014,20150318,14
2014,20150319,6
2014,20150320,1
2014,20150321,5
2014,20150323,11
2014,20150324,2
2014,20150325,3
2014,20150326,13
2014,20150327,1
2014,20150328,1
2014,20150329,11
2014,20150330,6
2014,20150401,10
2014,20150402,8
2014,20150403,5
2014,20150404,3
2014,20150405,3
2014,20150406,1
2014,20150407,4
2014,20150408,6
2014,20150410,5
2014,20150411,1
2014,20150412,10
2014,20150413,14
2014,20150414,5
2014,20150415,11
2014,20150417,5
2014,20150418,2
2014,20150419,4
2014,20150420,9
2014,20150421,7
2014,20150422,8
2014,20150423,6
2014,20150424,14
2014,20150425,6
2014,20150426,10
2014,20150427,1
2014,20150428,4
2014,20150429,5
2014,20150430,8
2015,20150102,3
2015,20150103,2
2015,20150104,1
2015,20150106,3
2015,20150107,3
2015,20150108,3
2015,20150109,1
2015,20150110,3
2015,20150111,3
2015,20150112,5
2015,20150113,1
2015,20150114,6
2015,20150116,2
2015,20150117,3
2015,20150118,2
2015,20150119,3
2015,20150121,2
2015,20150123,1
2015,20150124,2
2015,20150125,7
2015,20150126,2
2015,20150127,5
2015,20150128,4
2015,20150129,1
2015,20150131,3
2015,20150202,2
2015,20150203,4
2015,20150205,2
2015,20150206,2
2015,20150207,5
2015,20150209,3
2015,20150210,2
2015,20150211,10
2015,20150212,2
2015,20150213,5
2015,20150215,4
2015,20150216,6
2015,20150217,13
2015,20150218,10
2015,20150220,2
2015,20150221,5
2015,20150222,2
2015,20150223,2
2015,20150224,3
2015,20150225,1
2015,20150226,1
2015,20150227,4
2015,20150228,1
2015,20150302,3
2015,20150304,5
2015,20150305,2
2015,20150306,3
2015,20150307,1
2015,20150308,4
2015,20150309,1
2015,20150310,6
2015,20150311,6
2015,20150312,5
2015,20150314,2
2015,20150315,2
2015,20150316,1
2015,20150317,1
2015,20150318,6
2015,20150319,3
2015,20150320,2
2015,20150321,7
2015,20150324,6
2015,20150326,3
2015,20150327,3
2015,20150330,1
2015,20150401,1
2015,20150402,3
2015,20150403,5
2015,20150404,1
2015,20150405,4
2015,20150406,3
2015,20150410,1
2015,20150411,1
2015,20150412,3
2015,20150413,2
2015,20150419,1
2015,20150420,1
2015,20150424,1
2015,20150425,5
2015,20150426,4
2015,20150427,3
2015,20150430,2
2101,20150101,4
2101,20150102,2
2101,20150106,1
2101,20150108,1
2101,20150110,2
2101,20150115,1
2101,20150116,1
2101,20150118,1
2101,20150121,1
2101,20150125,1
2101,20150127,1
2101,20150130,1
2101,20150131,2
2101,20150201,1
2101,20150203,1
2101,20150206,1
2101,20150215,1
2101,20150217,3
2101,20150224,1
2101,20150303,1
2101,20150304,2
2101,20150306,1
2101,20150307,6
2101,20150309,1
2101,20150311,1
2101,20150319,1
2101,20150326,1
2101,20150328,1
2101,20150329,1
2101,20150401,2
2101,20150405,3
2101,20150411,1
2101,20150412,1
2101,20150414,1
2101,20150419,1
2101,20150420,1
2101,20150424,1
2101,20150427,1
2101,20150429,1
2102,20150104,2
2102,20150105,1
2102,20150106,2
2102,20150114,2
2102,20150120,1
2102,20150122,1
2102,20150203,2
2102,20150206,4
2102,20150222,1
2102,20150301,1
2102,20150303,3
2102,20150324,1
2102,20150401,2
2102,20150413,1
2102,20150419,1
2102,20150421,1
2103,20150101,1
2103,20150104,2
2103,20150105,2
2103,20150109,2
2103,20150114,1
2103,20150117,1
2103,20150119,3
2103,20150120,1
2103,20150121,1
2103,20150123,3
2103,20150127,2
2103,20150128,1
2103,20150202,1
2103,20150206,1
2103,20150209,1
2103,20150217,3
2103,20150224,1
2103,20150226,5
2103,20150228,1
2103,20150302,1
2103,20150303,2
2103,20150305,1
2103,20150309,2
2103,20150311,2
2103,20150314,1
2103,20150317,3
2103,20150320,1
2103,20150321,1
2103,20150324,2
2103,20150401,1
2103,20150406,1
2103,20150408,1
2103,20150410,1
2103,20150412,1
2103,20150413,3
2103,20150417,1
2103,20150418,2
2103,20150419,1
2103,20150422,1
2103,20150423,2
2103,20150429,1
2104,20150102,4
2104,20150104,3
2104,20150105,3
2104,20150106,2
2104,20150109,1
2104,20150110,1
2104,20150111,3
2104,20150112,3
2104,20150113,2
2104,20150114,1
2104,20150115,1
2104,20150116,2
2104,20150117,2
2104,20150119,3
2104,20150121,2
2104,20150123,1
2104,20150124,1
2104,20150126,2
2104,20150127,2
2104,20150128,2
2104,20150130,1
2104,20150131,2
2104,20150201,1
2104,20150203,4
2104,20150205,1
2104,20150207,3
2104,20150208,2
2104,20150209,5
2104,20150210,2
2104,20150213,1
2104,20150216,2
2104,20150217,3
2104,20150218,4
2104,20150219,2
2104,20150220,2
2104,20150221,2
2104,20150222,3
2104,20150225,2
2104,20150226,1
2104,20150227,1
2104,20150228,4
2104,20150301,1
2104,20150302,1
2104,20150304,1
2104,20150305,2
2104,20150306,1
2104,20150307,1
2104,20150311,2
2104,20150314,3
2104,20150316,2
2104,20150318,3
2104,20150319,2
2104,20150326,1
2104,20150329,1
2104,20150330,1
2104,20150404,1
2104,20150405,1
2104,20150406,1
2104,20150408,1
2104,20150410,2
2104,20150413,2
2104,20150415,4
2104,20150418,2
2104,20150419,2
2104,20150420,1
2104,20150421,1
2104,20150422,1
2105,20150101,4
2105,20150102,1
2105,20150103,3
2105,20150104,1
2105,20150105,1
2105,20150106,2
2105,20150108,1
2105,20150109,3
2105,20150110,4
2105,20150111,1
2105,20150112,1
2105,20150114,3
2105,20150116,1
2105,20150117,3
2105,20150119,3
2105,20150121,3
2105,20150122,4
2105,20150123,1
2105,20150125,3
2105,20150127,5
2105,20150128,2
2105,20150129,1
2105,20150130,1
2105,20150131,6
2105,20150201,1
2105,20150202,1
2105,20150203,3
2105,20150206,6
2105,20150207,3
2105,20150208,4
2105,20150209,10
2105,20150210,9
2105,20150211,15
2105,20150212,2
2105,20150213,6
2105,20150215,10
2105,20150216,14
2105,20150217,3
2105,20150218,6
2105,20150219,3
2105,20150220,1
2105,20150221,3
2105,20150224,3
2105,20150225,2
2105,20150302,1
2105,20150303,4
2105,20150304,1
2105,20150312,1
2105,20150314,2
2105,20150315,1
2105,20150316,4
2105,20150317,1
2105,20150321,5
2105,20150326,2
2105,20150327,3
2105,20150328,2
2105,20150401,2
2105,20150402,1
2105,20150403,4
2105,20150405,1
2105,20150406,1
2105,20150407,3
2105,20150408,2
2105,20150411,1
2105,20150413,1
2105,20150415,1
2105,20150417,2
2105,20150418,2
2105,20150419,2
2105,20150421,1
2105,20150423,1
2105,20150424,3
2105,20150426,1
2105,20150427,2
2105,20150428,1
2105,20150429,3
2105,20150430,1
2106,20150106,1
2106,20150108,1
2106,20150110,2
2106,20150111,1
2106,20150112,1
2106,20150115,1
2106,20150116,1
2106,20150120,1
2106,20150121,2
2106,20150122,1
2106,20150124,1
2106,20150125,1
2106,20150127,1
2106,20150131,1
2106,20150203,2
2106,20150208,1
2106,20150209,2
2106,20150210,1
2106,20150211,3
2106,20150213,2
2106,20150216,3
2106,20150217,3
2106,20150218,3
2106,20150219,1
2106,20150221,1
2106,20150224,1
2106,20150227,1
2106,20150305,1
2106,20150306,1
2106,20150311,1
2106,20150314,1
2106,20150315,2
2106,20150316,2
2106,20150318,1
2106,20150319,2
2106,20150321,1
2106,20150323,2
2106,20150326,1
2106,20150330,1
2106,20150401,1
2106,20150404,2
2106,20150406,2
2106,20150408,2
2106,20150410,1
2106,20150413,1
2106,20150414,1
2106,20150415,1
2106,20150420,1
2106,20150421,1
2106,20150423,1
2106,20150428,1
2106,20150430,1
2107,20150102,1
2107,20150116,2
2107,20150209,2
2107,20150213,6
2107,20150217,1
2107,20150218,1
2107,20150219,1
2107,20150320,1
2107,20150324,1
2108,20150408,1
2108,20150427,1
2201,20150101,14
2201,20150102,15
2201,20150103,13
2201,20150104,24
2201,20150105,9
2201,20150106,13
2201,20150107,22
2201,20150108,9
2201,20150109,13
2201,20150110,25
2201,20150111,17
2201,20150112,9
2201,20150113,18
2201,20150114,12
2201,20150115,24
2201,20150116,13
2201,20150117,18
2201,20150118,10
2201,20150119,19
2201,20150120,10
2201,20150121,18
2201,20150122,11
2201,20150123,18
2201,20150124,5
2201,20150125,16
2201,20150126,14
2201,20150127,20
2201,20150128,25
2201,20150129,18
2201,20150130,12
2201,20150131,22
2201,20150201,6
2201,20150202,12
2201,20150203,18
2201,20150205,3
2201,20150206,11
2201,20150207,11
2201,20150208,9
2201,20150209,15
2201,20150210,10
2201,20150211,22
2201,20150212,18
2201,20150213,18
2201,20150215,22
2201,20150216,32
2201,20150217,29
2201,20150218,24
2201,20150219,1
2201,20150220,6
2201,20150221,5
2201,20150222,11
2201,20150223,11
2201,20150224,10
2201,20150225,11
2201,20150226,13
2201,20150227,5
2201,20150228,16
2201,20150301,9
2201,20150302,3
2201,20150303,8
2201,20150304,22
2201,20150305,11
2201,20150306,12
2201,20150307,6
2201,20150308,9
2201,20150309,10
2201,20150310,14
2201,20150311,12
2201,20150312,16
2201,20150313,9
2201,20150314,17
2201,20150315,8
2201,20150316,19
2201,20150317,6
2201,20150318,18
2201,20150319,7
2201,20150320,12
2201,20150321,16
2201,20150322,18
2201,20150323,7
2201,20150324,13
2201,20150325,7
2201,20150326,20
2201,20150327,16
2201,20150328,21
2201,20150329,8
2201,20150330,18
2201,20150401,12
2201,20150402,8
2201,20150403,14
2201,20150404,40
2201,20150405,15
2201,20150406,11
2201,20150407,21
2201,20150408,13
2201,20150410,14
2201,20150411,14
2201,20150412,15
2201,20150413,8
2201,20150414,31
2201,20150415,18
2201,20150417,7
2201,20150418,27
2201,20150419,9
2201,20150420,7
2201,20150421,10
2201,20150422,16
2201,20150423,15
2201,20150424,6
2201,20150425,13
2201,20150426,10
2201,20150427,12
2201,20150428,5
2201,20150429,18
2201,20150430,13
2202,20150101,7
2202,20150102,8
2202,20150103,8
2202,20150104,14
2202,20150105,7
2202,20150106,10
2202,20150107,18
2202,20150108,22
2202,20150109,9
2202,20150110,9
2202,20150111,13
2202,20150112,4
2202,20150113,10
2202,20150114,17
2202,20150115,22
2202,20150116,14
2202,20150117,8
2202,20150118,13
2202,20150119,6
2202,20150120,15
2202,20150121,23
2202,20150122,11
2202,20150123,13
2202,20150124,10
2202,20150125,15
2202,20150126,16
2202,20150127,10
2202,20150128,27
2202,20150129,7
2202,20150130,11
2202,20150131,18
2202,20150201,14
2202,20150202,8
2202,20150203,20
2202,20150204,2
2202,20150205,24
2202,20150206,14
2202,20150207,10
2202,20150208,23
2202,20150209,20
2202,20150210,11
2202,20150211,24
2202,20150212,10
2202,20150213,21
2202,20150215,26
2202,20150216,36
2202,20150217,38
2202,20150218,48
2202,20150219,2
2202,20150220,2
2202,20150221,6
2202,20150222,6
2202,20150223,8
2202,20150224,10
2202,20150225,9
2202,20150226,5
2202,20150227,11
2202,20150228,8
2202,20150301,14
2202,20150302,14
2202,20150303,8
2202,20150304,16
2202,20150305,2
2202,20150306,14
2202,20150307,7
2202,20150308,13
2202,20150309,10
2202,20150310,7
2202,20150311,21
2202,20150312,12
2202,20150313,11
2202,20150314,18
2202,20150315,10
2202,20150316,13
2202,20150317,10
2202,20150318,21
2202,20150319,7
2202,20150320,6
2202,20150321,14
2202,20150322,11
2202,20150323,13
2202,20150324,9
2202,20150325,19
2202,20150326,16
2202,20150327,5
2202,20150328,12
2202,20150329,14
2202,20150330,20
2202,20150401,15
2202,20150402,8
2202,20150403,17
2202,20150404,17
2202,20150405,9
2202,20150406,2
2202,20150407,16
2202,20150408,16
2202,20150410,14
2202,20150411,13
2202,20150412,18
2202,20150413,15
2202,20150414,23
2202,20150415,21
2202,20150417,9
2202,20150418,34
2202,20150419,19
2202,20150420,13
2202,20150421,11
2202,20150422,23
2202,20150423,15
2202,20150424,14
2202,20150425,16
2202,20150426,14
2202,20150427,9
2202,20150428,7
2202,20150429,26
2202,20150430,23
2203,20150101,2
2203,20150102,12
2203,20150103,16
2203,20150104,4
2203,20150105,3
2203,20150106,12
2203,20150107,13
2203,20150108,6
2203,20150109,17
2203,20150110,28
2203,20150111,8
2203,20150112,11
2203,20150113,6
2203,20150114,15
2203,20150115,8
2203,20150116,17
2203,20150117,9
2203,20150118,17
2203,20150119,11
2203,20150120,11
2203,20150121,11
2203,20150122,9
2203,20150123,11
2203,20150124,9
2203,20150125,20
2203,20150126,3
2203,20150127,15
2203,20150128,21
2203,20150129,11
2203,20150130,6
2203,20150131,27
2203,20150201,11
2203,20150202,8
2203,20150203,26
2203,20150204,1
2203,20150205,8
2203,20150206,13
2203,20150207,16
2203,20150208,17
2203,20150209,21
2203,20150210,4
2203,20150211,26
2203,20150212,28
2203,20150213,33
2203,20150215,22
2203,20150216,45
2203,20150217,36
2203,20150218,65
2203,20150219,7
2203,20150220,9
2203,20150221,17
2203,20150222,14
2203,20150223,13
2203,20150224,8
2203,20150225,9
2203,20150226,13
2203,20150227,10
2203,20150228,12
2203,20150301,19
2203,20150302,3
2203,20150303,3
2203,20150304,12
2203,20150305,7
2203,20150306,15
2203,20150307,1
2203,20150308,5
2203,20150309,4
2203,20150310,8
2203,20150311,13
2203,20150312,7
2203,20150313,4
2203,20150314,13
2203,20150315,6
2203,20150316,12
2203,20150317,2
2203,20150318,15
2203,20150319,10
2203,20150320,3
2203,20150321,8
2203,20150322,20
2203,20150323,2
2203,20150324,2
2203,20150325,6
2203,20150326,7
2203,20150327,18
2203,20150328,17
2203,20150329,15
2203,20150330,10
2203,20150401,8
2203,20150402,4
2203,20150403,13
2203,20150404,40
2203,20150405,18
2203,20150406,11
2203,20150407,14
2203,20150408,17
2203,20150410,7
2203,20150411,15
2203,20150412,11
2203,20150413,2
2203,20150414,12
2203,20150415,21
2203,20150417,10
2203,20150418,25
2203,20150419,8
2203,20150420,4
2203,20150421,2
2203,20150422,17
2203,20150423,10
2203,20150424,8
2203,20150425,10
2203,20150426,4
2203,20150427,6
2203,20150428,7
2203,20150429,15
2203,20150430,13
2204,20150101,4
2204,20150102,6
2204,20150103,2
2204,20150104,8
2204,20150105,6
2204,20150106,5
2204,20150107,2
2204,20150108,4
2204,20150109,3
2204,20150110,4
2204,20150111,3
2204,20150112,4
2204,20150113,2
2204,20150114,5
2204,20150116,4
2204,20150117,3
2204,20150118,3
2204,20150119,9
2204,20150120,6
2204,20150121,10
2204,20150122,4
2204,20150123,3
2204,20150124,2
2204,20150125,5
2204,20150126,3
2204,20150127,5
2204,20150128,15
2204,20150129,5
2204,20150130,4
2204,20150131,6
2204,20150201,3
2204,20150202,3
2204,20150203,4
2204,20150205,2
2204,20150206,8
2204,20150207,9
2204,20150208,5
2204,20150209,13
2204,20150210,2
2204,20150211,1
2204,20150212,4
2204,20150213,7
2204,20150215,9
2204,20150216,18
2204,20150217,13
2204,20150218,27
2204,20150219,1
2204,20150220,1
2204,20150221,1
2204,20150222,3
2204,20150223,6
2204,20150224,3
2204,20150225,7
2204,20150227,5
2204,20150228,6
2204,20150301,1
2204,20150302,1
2204,20150303,5
2204,20150304,9
2204,20150305,1
2204,20150306,3
2204,20150307,6
2204,20150308,3
2204,20150309,4
2204,20150310,7
2204,20150311,6
2204,20150312,1
2204,20150313,6
2204,20150314,3
2204,20150315,5
2204,20150317,1
2204,20150318,8
2204,20150320,3
2204,20150321,9
2204,20150322,1
2204,20150323,2
2204,20150324,8
2204,20150325,13
2204,20150326,4
2204,20150327,5
2204,20150328,4
2204,20150329,2
2204,20150330,7
2204,20150401,13
2204,20150402,2
2204,20150403,10
2204,20150404,8
2204,20150405,9
2204,20150406,6
2204,20150407,17
2204,20150408,5
2204,20150410,9
2204,20150411,6
2204,20150412,8
2204,20150413,8
2204,20150414,3
2204,20150415,7
2204,20150417,3
2204,20150418,5
2204,20150419,5
2204,20150420,3
2204,20150421,4
2204,20150422,11
2204,20150423,8
2204,20150424,2
2204,20150425,4
2204,20150426,4
2204,20150427,3
2204,20150428,1
2204,20150429,10
2204,20150430,6
2205,20150101,4
2205,20150102,7
2205,20150103,11
2205,20150104,13
2205,20150105,6
2205,20150106,10
2205,20150107,15
2205,20150108,8
2205,20150109,12
2205,20150110,6
2205,20150111,13
2205,20150112,5
2205,20150113,13
2205,20150114,10
2205,20150115,15
2205,20150116,17
2205,20150117,8
2205,20150118,9
2205,20150119,12
2205,20150120,10
2205,20150121,22
2205,20150122,7
2205,20150123,9
2205,20150124,5
2205,20150125,10
2205,20150126,14
2205,20150127,5
2205,20150128,14
2205,20150129,7
2205,20150130,10
2205,20150131,13
2205,20150201,13
2205,20150202,8
2205,20150203,12
2205,20150204,1
2205,20150205,3
2205,20150206,6
2205,20150207,9
2205,20150208,6
2205,20150209,12
2205,20150210,7
2205,20150211,10
2205,20150212,14
2205,20150213,18
2205,20150215,21
2205,20150216,25
2205,20150217,39
2205,20150218,55
2205,20150219,1
2205,20150220,3
2205,20150221,5
2205,20150222,12
2205,20150223,3
2205,20150224,9
2205,20150225,10
2205,20150226,2
2205,20150227,3
2205,20150228,8
2205,20150301,6
2205,20150302,10
2205,20150303,2
2205,20150304,19
2205,20150305,2
2205,20150306,2
2205,20150307,6
2205,20150308,12
2205,20150309,7
2205,20150310,2
2205,20150311,6
2205,20150312,7
2205,20150313,24
2205,20150314,8
2205,20150315,15
2205,20150316,8
2205,20150317,6
2205,20150318,13
2205,20150319,4
2205,20150320,10
2205,20150321,8
2205,20150322,7
2205,20150323,8
2205,20150324,8
2205,20150325,7
2205,20150326,8
2205,20150327,6
2205,20150328,3
2205,20150329,6
2205,20150330,6
2205,20150401,11
2205,20150402,6
2205,20150403,13
2205,20150404,12
2205,20150405,9
2205,20150406,5
2205,20150407,7
2205,20150408,8
2205,20150410,5
2205,20150411,6
2205,20150412,9
2205,20150413,12
2205,20150414,14
2205,20150415,11
2205,20150417,12
2205,20150418,5
2205,20150419,5
2205,20150420,2
2205,20150421,5
2205,20150422,14
2205,20150423,5
2205,20150424,8
2205,20150425,6
2205,20150426,4
2205,20150427,2
2205,20150428,3
2205,20150429,6
2205,20150430,9
2206,20150101,5
2206,20150102,7
2206,20150103,5
2206,20150104,9
2206,20150105,4
2206,20150106,3
2206,20150107,2
2206,20150108,4
2206,20150109,15
2206,20150110,5
2206,20150111,11
2206,20150112,2
2206,20150113,11
2206,20150114,5
2206,20150115,7
2206,20150116,13
2206,20150117,8
2206,20150118,8
2206,20150119,7
2206,20150120,5
2206,20150121,21
2206,20150122,8
2206,20150123,11
2206,20150124,5
2206,20150125,7
2206,20150126,10
2206,20150127,2
2206,20150128,24
2206,20150129,11
2206,20150130,1
2206,20150131,6
2206,20150201,7
2206,20150202,3
2206,20150203,2
2206,20150205,1
2206,20150206,2
2206,20150207,6
2206,20150208,4
2206,20150209,14
2206,20150210,5
2206,20150211,3
2206,20150212,10
2206,20150213,8
2206,20150215,6
2206,20150216,16
2206,20150217,17
2206,20150218,18
2206,20150219,2
2206,20150221,4
2206,20150222,2
2206,20150223,4
2206,20150224,6
2206,20150225,2
2206,20150226,6
2206,20150227,4
2206,20150228,5
2206,20150301,4
2206,20150303,12
2206,20150304,8
2206,20150305,1
2206,20150306,1
2206,20150308,3
2206,20150309,4
2206,20150310,3
2206,20150311,5
2206,20150312,6
2206,20150313,4
2206,20150314,5
2206,20150315,11
2206,20150316,4
2206,20150317,2
2206,20150318,17
2206,20150319,3
2206,20150320,4
2206,20150321,10
2206,20150322,11
2206,20150323,3
2206,20150324,4
2206,20150325,2
2206,20150326,5
2206,20150327,12
2206,20150328,2
2206,20150329,7
2206,20150330,4
2206,20150401,8
2206,20150402,3
2206,20150403,13
2206,20150404,10
2206,20150405,6
2206,20150406,1
2206,20150407,6
2206,20150408,14
2206,20150410,7
2206,20150411,10
2206,20150412,8
2206,20150413,6
2206,20150414,10
2206,20150415,12
2206,20150417,10
2206,20150418,5
2206,20150419,3
2206,20150420,1
2206,20150421,8
2206,20150422,10
2206,20150423,18
2206,20150424,3
2206,20150425,6
2206,20150426,5
2206,20150427,2
2206,20150428,3
2206,20150429,14
2206,20150430,13
2207,20150101,2
2207,20150102,5
2207,20150103,6
2207,20150104,6
2207,20150106,7
2207,20150107,8
2207,20150108,4
2207,20150109,7
2207,20150110,4
2207,20150111,5
2207,20150113,1
2207,20150115,7
2207,20150116,9
2207,20150117,3
2207,20150118,5
2207,20150119,10
2207,20150120,1
2207,20150121,8
2207,20150122,5
2207,20150123,14
2207,20150124,7
2207,20150125,4
2207,20150127,3
2207,20150128,10
2207,20150129,2
2207,20150130,8
2207,20150131,5
2207,20150201,6
2207,20150202,2
2207,20150203,6
2207,20150205,5
2207,20150206,6
2207,20150207,2
2207,20150208,1
2207,20150209,9
2207,20150210,3
2207,20150211,23
2207,20150212,13
2207,20150213,16
2207,20150215,25
2207,20150216,22
2207,20150217,32
2207,20150218,46
2207,20150219,6
2207,20150221,2
2207,20150222,2
2207,20150223,3
2207,20150224,6
2207,20150225,2
2207,20150226,3
2207,20150227,5
2207,20150228,3
2207,20150301,2
2207,20150302,4
2207,20150303,2
2207,20150304,5
2207,20150305,1
2207,20150306,1
2207,20150307,4
2207,20150309,2
2207,20150310,1
2207,20150311,6
2207,20150312,9
2207,20150313,11
2207,20150314,4
2207,20150315,1
2207,20150316,2
2207,20150317,2
2207,20150318,4
2207,20150319,6
2207,20150320,2
2207,20150321,7
2207,20150322,3
2207,20150323,3
2207,20150324,2
2207,20150325,1
2207,20150326,6
2207,20150327,2
2207,20150328,7
2207,20150329,3
2207,20150330,12
2207,20150401,2
2207,20150402,2
2207,20150403,12
2207,20150404,4
2207,20150405,7
2207,20150406,5
2207,20150407,9
2207,20150408,4
2207,20150410,4
2207,20150411,3
2207,20150412,9
2207,20150413,2
2207,20150414,6
2207,20150415,6
2207,20150418,4
2207,20150419,3
2207,20150420,2
2207,20150421,2
2207,20150422,2
2207,20150423,2
2207,20150424,2
2207,20150425,2
2207,20150426,4
2207,20150427,4
2207,20150428,1
2207,20150429,7
2207,20150430,7
2208,20150101,3
2208,20150102,7
2208,20150103,5
2208,20150104,5
2208,20150105,2
2208,20150106,3
2208,20150107,3
2208,20150109,2
2208,20150110,7
2208,20150111,3
2208,20150112,1
2208,20150113,2
2208,20150114,1
2208,20150115,3
2208,20150116,2
2208,20150117,4
2208,20150118,1
2208,20150119,2
2208,20150120,2
2208,20150121,5
2208,20150122,1
2208,20150124,1
2208,20150125,3
2208,20150126,3
2208,20150127,1
2208,20150128,3
2208,20150129,3
2208,20150130,2
2208,20150131,3
2208,20150202,4
2208,20150203,2
2208,20150205,1
2208,20150206,3
2208,20150207,1
2208,20150208,1
2208,20150209,4
2208,20150210,4
2208,20150211,2
2208,20150212,1
2208,20150213,4
2208,20150216,5
2208,20150217,5
2208,20150218,5
2208,20150220,2
2208,20150223,1
2208,20150224,1
2208,20150225,1
2208,20150226,1
2208,20150227,1
2208,20150302,3
2208,20150304,3
2208,20150305,3
2208,20150306,1
2208,20150307,2
2208,20150308,1
2208,20150309,2
2208,20150310,2
2208,20150311,1
2208,20150312,4
2208,20150313,2
2208,20150314,2
2208,20150315,1
2208,20150317,2
2208,20150318,6
2208,20150319,2
2208,20150320,1
2208,20150321,1
2208,20150322,3
2208,20150323,4
2208,20150324,1
2208,20150325,1
2208,20150327,1
2208,20150328,5
2208,20150329,1
2208,20150330,1
2208,20150401,2
2208,20150402,3
2208,20150403,3
2208,20150404,3
2208,20150405,2
2208,20150407,6
2208,20150408,1
2208,20150410,1
2208,20150411,3
2208,20150412,1
2208,20150414,4
